,m,n,r
229,"(_344:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e1c\u0e2a\u0e21'})","(_331:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_331)-[:patten/material {}]->(_344)
230,"(_534:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e42\u0e21\u0e14\u0e32\u0e25,\u0e43\u0e22\u0e14\u0e32\u0e25\u0e4c\u0e27'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_534)
231,"(_516:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e25\u0e34\u0e19\u0e34\u0e19'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_516)
232,"(_487:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e41\u0e2d\u0e0b\u0e34\u0e40\u0e15\u0e15,\u0e43\u0e22\u0e2d\u0e32\u0e0b\u0e35\u0e40\u0e15\u0e15'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_487)
233,"(_486:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e44\u0e27\u0e19\u0e34\u0e25'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_486)
234,"(_485:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e41\u0e04\u0e0a\u0e40\u0e21\u0e35\u0e22\u0e23\u0e4c'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_485)
235,"(_484:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e44\u0e19\u0e25\u0e2d\u0e19'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_484)
236,"(_483:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c,\u0e43\u0e22\u0e27\u0e39\u0e25'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_483)
237,"(_470:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e41\u0e2e\u0e23\u0e4c'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_470)
238,"(_469:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e27\u0e34\u0e2a\u0e04\u0e2d\u0e2a'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_469)
239,"(_468:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e40\u0e23\u0e22\u0e2d\u0e19'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_468)
240,"(_467:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e2a\u0e31\u0e07\u0e40\u0e04\u0e23\u0e32\u0e30\u0e2b\u0e4c,\u0e43\u0e22\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_467)
241,"(_466:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e44\u0e1c\u0e48'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_466)
242,"(_429:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e44\u0e2b\u0e21'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_429)
243,"(_428:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e18\u0e23\u0e23\u0e21\u0e0a\u0e32\u0e15\u0e34,\u0e43\u0e22\u0e1d\u0e49\u0e32\u0e22,\u0e43\u0e22\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_428)
244,"(_427:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e2a\u0e41\u0e1b\u0e19\u0e40\u0e14\u0e47\u0e01\u0e0b\u0e4c'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_427)
245,"(_275:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e40\u0e17\u0e19\u0e40\u0e0b\u0e25'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_275)
246,"(_274:Subpattern_Entity {Big_type_Entity: 'Fiber', Subpattern_Entity: '\u0e43\u0e22\u0e42\u0e2d\u0e25\u0e35\u0e1f\u0e34\u0e19'})","(_332:Pattern_Entity {Big_type_Entity: 'Fiber', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_332)-[:patten/material {}]->(_274)
247,"(_388:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_388)
248,"(_364:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e1c\u0e2a\u0e21'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_364)
249,"(_335:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e19\u0e25\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_335)
250,"(_328:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e22\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_328)
251,"(_261:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_261)
252,"(_227:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_356:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21', Type: '\u0e1c\u0e49\u0e32'})",(_356)-[:patten/material {}]->(_227)
253,"(_262:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e19\u0e25\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e19\u0e25\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_357:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e19\u0e25\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_357)-[:patten/material {}]->(_262)
254,"(_515:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e31\u0e0a\u0e25\u0e31\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_515)
255,"(_514:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Seersucker'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_514)
256,"(_509:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Tricotine'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_509)
257,"(_508:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Toweling'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_508)
258,"(_507:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e35\u0e0b\u0e35'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_507)
259,"(_506:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2a\u0e41\u0e1b\u0e19\u0e40\u0e14\u0e47\u0e01\u0e0b\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_506)
260,"(_505:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21\u0e08\u0e35\u0e19,\u0e1c\u0e49\u0e32\u0e41\u0e1e\u0e23\u0e0a\u0e32\u0e19\u0e15\u0e38\u0e07,\u0e1c\u0e49\u0e32\u0e41\u0e1e\u0e23\u0e08\u0e35\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_505)
261,"(_504:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e0b\u0e32\u0e15\u0e34\u0e19\u0e0a\u0e32\u0e23\u0e4c\u0e21\u0e31\u0e27\u0e2a\u0e4c,\u0e1c\u0e49\u0e32\u0e0a\u0e32\u0e23\u0e4c\u0e21\u0e31\u0e27\u0e2a\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_504)
262,"(_503:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Ruffle,\u0e1c\u0e49\u0e32\u0e08\u0e31\u0e1a\u0e23\u0e30\u0e1a\u0e32\u0e22'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_503)
263,"(_502:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e23\u0e22\u0e2d\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_502)
264,"(_501:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1e\u0e35\u0e1e\u0e35'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_501)
265,"(_500:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_500)
266,"(_499:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Pack Cloth'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_499)
267,"(_498:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Ottoman'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_498)
268,"(_497:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Netting'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_497)
269,"(_496:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Minky'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_496)
270,"(_495:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e25\u0e04\u0e23\u0e48\u0e32'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_495)
271,"(_494:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Lawn'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_494)
272,"(_482:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e27\u0e39\u0e25'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_482)
273,"(_481:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Velour'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_481)
274,"(_480:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e27\u0e35\u0e14'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_480)
275,"(_479:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e23\u0e35\u0e04\u0e2d\u0e15'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_479)
276,"(_478:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2a\u0e40\u0e27\u0e15\u0e40\u0e15\u0e2d\u0e23\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_478)
277,"(_477:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22Shot'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_477)
278,"(_476:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Melton'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_476)
279,"(_475:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Lame'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_475)
280,"(_474:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e08\u0e2d\u0e0b\u0e35\u0e23\u0e4c\u0e48'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_474)
281,"(_465:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e2d'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_465)
282,"(_464:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e27\u0e19\u0e34\u0e25'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_464)
283,"(_463:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e27\u0e34\u0e25'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_463)
284,"(_462:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Thermal'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_462)
285,"(_461:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Sateen'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_461)
286,"(_460:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Matelasse'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_460)
287,"(_459:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e25\u0e34\u0e19\u0e34\u0e19,\u0e1c\u0e49\u0e32\u0e1b\u0e48\u0e32\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_459)
288,"(_458:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e25\u0e32\u0e21\u0e34\u0e40\u0e19\u0e15'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_458)
289,"(_457:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e16\u0e31\u0e01'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_457)
290,"(_456:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32ITY'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_456)
291,"(_455:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Hatchi'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_455)
292,"(_454:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e01\u0e33\u0e21\u0e30\u0e14\u0e34\u0e19,\u0e1c\u0e49\u0e32\u0e01\u0e32\u0e1a\u0e32\u0e23\u0e4c\u0e14\u0e35\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_454)
293,"(_449:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Velveteen'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_449)
294,"(_448:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e25\u0e32\u0e22\u0e08\u0e38\u0e14'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_448)
295,"(_447:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e22\u0e37\u0e14\u0e2b\u0e19\u0e49\u0e32\u0e40\u0e14\u0e35\u0e22\u0e27'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_447)
